Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
127,"J Kubelka, ER Henry, T Cellmer…","Chemical, physical, and theoretical kinetics of an ultrafast folding protein",2008,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/105/48/18655.short,"https://scholar.google.com/scholar?cites=17323843725057307887&as_sdt=2005&sciodt=0,5&hl=en",79,22/11/2019 18:45,,,,,,,,,127,11.55,32,4,11
550,"WA Eaton, V Munoz, SJ Hagen, GS Jas…",Fast kinetics and mechanisms in protein folding,2000,Annual review of …,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev.biophys.29.1.327,"https://scholar.google.com/scholar?cites=1350168386267832192&as_sdt=2005&sciodt=0,5&hl=en",80,22/11/2019 18:45,,,,,,,,,550,28.95,110,5,19
72,"W Im, J Chen, CL Brooks III",Peptide and protein folding and conformational equilibria: theoretical treatment of electrostatics and hydrogen bonding with implicit solvent models,2005,Advances in protein chemistry,Elsevier,https://www.sciencedirect.com/science/article/pii/S0065323305720076,"https://scholar.google.com/scholar?cites=15189744157846657375&as_sdt=2005&sciodt=0,5&hl=en",81,22/11/2019 18:45,,,,,,,,,72,5.14,24,3,14
5,"P SUN, J ZHANG",A method for predicting protein folding based on a quantum genetic algorithm,2010,Journal of Harbin Engineering University,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-HEBG201001017.htm,"https://scholar.google.com/scholar?cites=16722426810380693594&as_sdt=2005&sciodt=0,5&hl=en",82,22/11/2019 18:45,,,,,,,,,5,0.56,3,2,9
170,"LI Fei, S Perrett",Effect of nanoparticles on protein folding and fibrillogenesis,2009,International journal of molecular sciences,mdpi.com,https://www.mdpi.com/1422-0067/10/2/646,"https://scholar.google.com/scholar?cites=864932519163944835&as_sdt=2005&sciodt=0,5&hl=en",83,22/11/2019 18:45,,,,,,,,,170,17,85,2,10
92,"M Guo, Y Xu, M Gruebele",Temperature dependence of protein folding kinetics in living cells,2012,Proceedings of the National …,National Acad Sciences,https://www.pnas.org/content/109/44/17863.short,"https://scholar.google.com/scholar?cites=8499638994671040580&as_sdt=2005&sciodt=0,5&hl=en",84,22/11/2019 18:45,,,,,,,,,92,13.14,31,3,7
70,"AL Serrano, MM Waegele, F Gai",Spectroscopic studies of protein folding: linear and nonlinear methods,2012,Protein Science,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/pro.2006,"https://scholar.google.com/scholar?cites=9721729240529383699&as_sdt=2005&sciodt=0,5&hl=en",85,22/11/2019 18:45,,,,,,,,,70,10,23,3,7
411,"O Bieri, J Wirz, B Hellrung…",The speed limit for protein folding measured by triplet–triplet energy transfer,1999,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/96/17/9597.short,"https://scholar.google.com/scholar?cites=1728672112999527601&as_sdt=2005&sciodt=0,5&hl=en",86,22/11/2019 18:45,,,,,,,,,411,20.55,103,4,20
17,"S a Beccara, P Faccioli, M Sega…",Dominant folding pathways of a peptide chain from ab initio quantum-mechanical simulations,2011,The Journal of …,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.3514149,"https://scholar.google.com/scholar?cites=2626423596839188832&as_sdt=2005&sciodt=0,5&hl=en",87,22/11/2019 18:45,,,,,,,,,17,2.13,4,4,8
34,AS Fraenkel,"Protein folding, spin glass and computational complexity",1997,DNA Based Computers,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.2214&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=17802333600540036634&as_sdt=2005&sciodt=0,5&hl=en",88,22/11/2019 18:45,PDF,,,,,,,,34,1.55,34,1,22
24,V Muñoz,"Protein folding, misfolding and aggregation: Classical themes and novel approaches",2008,,books.google.com,https://books.google.com/books?hl=en&lr=&id=cHEoDwAAQBAJ&oi=fnd&pg=PR9&dq=quantum+protein+folding&ots=4WWmZciTvY&sig=rlVq4tOHrmjvgi8HIyJZWH6mG1w,"https://scholar.google.com/scholar?cites=8611446261434076275&as_sdt=2005&sciodt=0,5&hl=en",89,22/11/2019 18:45,BOOK,,,,,,,,24,2.18,24,1,11
44,"G de Prat Gay, J Ruiz-Sanz, B Davis…",… transition state for the association of two fragments of the barley chymotrypsin inhibitor 2 to generate native-like protein: implications for mechanisms of protein folding,1994,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/91/23/10943.short,"https://scholar.google.com/scholar?cites=8245174364448395717&as_sdt=2005&sciodt=0,5&hl=en",90,22/11/2019 18:45,,,,,,,,,44,1.76,11,4,25
213,B Nölting,Protein folding kinetics: biophysical methods,2005,,books.google.com,https://books.google.com/books?hl=en&lr=&id=3MPWWMSRUiAC&oi=fnd&pg=PA1&dq=quantum+protein+folding&ots=c2u0eQBPQt&sig=hsJ_g-g3QDzr1ig5UWuh9lLBhIQ,"https://scholar.google.com/scholar?cites=2961004498369424753&as_sdt=2005&sciodt=0,5&hl=en",91,22/11/2019 18:45,BOOK,,,,,,,,213,15.21,213,1,14
111,"Z Ouyang, J Liang",Predicting protein folding rates from geometric contact and amino acid sequence,2008,Protein Science,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1110/ps.034660.108,"https://scholar.google.com/scholar?cites=6376214901527685886&as_sdt=2005&sciodt=0,5&hl=en",92,22/11/2019 18:45,,,,,,,,,111,10.09,56,2,11
233,"S Hameroff, A Nip, M Porter, J Tuszynski","Conduction pathways in microtubules, biological quantum computation, and consciousness",2002,Biosystems,Elsevier,https://www.sciencedirect.com/science/article/pii/S0303264701001836,"https://scholar.google.com/scholar?cites=6905740957303458620&as_sdt=2005&sciodt=0,5&hl=en",93,22/11/2019 18:45,,,,,,,,,233,13.71,58,4,17
32,"PJ Stein, RW Henkens",Detection of intermediates in protein folding of carbonic anhydrase with fluorescence emission and polarization.,1978,Journal of Biological Chemistry,ASBMB,http://www.jbc.org/content/253/22/8016.short,"https://scholar.google.com/scholar?cites=10211843573770420429&as_sdt=2005&sciodt=0,5&hl=en",94,22/11/2019 18:45,,,,,,,,,32,0.78,16,2,41
283,"S Garde, G Hummer, AE Garcia, ME Paulaitis, LR Pratt",Origin of entropy convergence in hydrophobic hydration and protein folding,1996,Physical review letters,APS,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.77.4966,"https://scholar.google.com/scholar?cites=16512453621907858404&as_sdt=2005&sciodt=0,5&hl=en",95,22/11/2019 18:45,,,,,,,,,283,12.3,57,5,23
229,"AL McCormack, A Somogyi, AR Dongre…",Fragmentation of protonated peptides: surface-induced dissociation in conjunction with a quantum mechanical approach,1993,Analytical …,ACS Publications,https://pubs.acs.org/doi/full/10.1021/ac00068a024,"https://scholar.google.com/scholar?cites=15240310636323249649&as_sdt=2005&sciodt=0,5&hl=en",96,22/11/2019 18:45,,,,,,,,,229,8.81,57,4,26
353,"U Mayor, CM Johnson, V Daggett…",Protein folding and unfolding in microseconds to nanoseconds by experiment and simulation,2000,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/97/25/13518.short,"https://scholar.google.com/scholar?cites=6335052780957594044&as_sdt=2005&sciodt=0,5&hl=en",97,22/11/2019 18:45,,,,,,,,,353,18.58,88,4,19
130,"ME Van Brederode, WD Hoff, IH Van Stokkum…",Protein folding thermodynamics applied to the photocycle of the photoactive yellow protein,1996,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349596792342,"https://scholar.google.com/scholar?cites=1415089344796771871&as_sdt=2005&sciodt=0,5&hl=en",98,22/11/2019 18:45,,,,,,,,,130,5.65,33,4,23
224,"J Wang, W Wang",A computational approach to simplifying the protein folding alphabet,1999,Nature Structural & Molecular Biology,nature.com,https://www.nature.com/articles/nsb1199_1033,"https://scholar.google.com/scholar?cites=112324589640896808&as_sdt=2005&sciodt=0,5&hl=en",99,22/11/2019 18:45,,,,,,,,,224,11.2,112,2,20
188,"RH Stauber, K Horie, P Carney, EA Hudson…",Development and applications of enhanced green fluorescent protein mutants,1998,…,Future Science,https://www.future-science.com/doi/abs/10.2144/98243rr01,"https://scholar.google.com/scholar?cites=2525677386585679618&as_sdt=2005&sciodt=0,5&hl=en",100,22/11/2019 18:45,,,,,,,,,188,8.95,38,5,21
221,"KL Maxwell, D Wildes, A Zarrine‐Afsar…",Protein folding: defining a “standard” set of experimental conditions and a preliminary kinetic data set of two‐state proteins,2005,Protein …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1110/ps.041205405,"https://scholar.google.com/scholar?cites=942556824718954254&as_sdt=2005&sciodt=0,5&hl=en",101,22/11/2019 18:45,,,,,,,,,221,15.79,55,4,14
458,"G Fischer, FX Schmid",The mechanism of protein folding. Implications of in vitro refolding models for de novo protein folding and translocation in the cell,1990,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi00461a001,"https://scholar.google.com/scholar?cites=1504961805792476503&as_sdt=2005&sciodt=0,5&hl=en",102,22/11/2019 18:45,,,,,,,,,458,15.79,229,2,29
44,"TZ Lwin, R Zhou, R Luo",Is Poisson-Boltzmann theory insufficient for protein folding simulations?,2006,The Journal of chemical physics,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.2161202,"https://scholar.google.com/scholar?cites=1587080353694692456&as_sdt=2005&sciodt=0,5&hl=en",103,22/11/2019 18:45,,,,,,,,,44,3.38,15,3,13
134,DJ Osguthorpe,Ab initio protein folding,2000,Current Opinion in Structural Biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0959440X00000671,"https://scholar.google.com/scholar?cites=13852511990989995158&as_sdt=2005&sciodt=0,5&hl=en",104,22/11/2019 18:45,,,,,,,,,134,7.05,134,1,19
133,"T Lazaridis, M Karplus",Thermodynamics of protein folding: a microscopic view,2002,Biophysical chemistry,Elsevier,https://www.sciencedirect.com/science/article/pii/S0301462202002934,"https://scholar.google.com/scholar?cites=18028199120870137030&as_sdt=2005&sciodt=0,5&hl=en",105,22/11/2019 18:45,,,,,,,,,133,7.82,67,2,17
78,S Kak,"Active agents, intelligence and quantum computing",2000,Information Sciences,Elsevier,https://www.sciencedirect.com/science/article/pii/S0020025500000438,"https://scholar.google.com/scholar?cites=16853371939340281931&as_sdt=2005&sciodt=0,5&hl=en",106,22/11/2019 18:45,,,,,,,,,78,4.11,78,1,19
1127,"CB Anfinsen, HA Scheraga",Experimental and theoretical aspects of protein folding,1975,Advances in protein chemistry,Elsevier,https://www.sciencedirect.com/science/article/pii/S0065323308604131,"https://scholar.google.com/scholar?cites=2679454125644495839&as_sdt=2005&sciodt=0,5&hl=en",107,22/11/2019 18:45,,,,,,,,,1127,25.61,564,2,44
4266,KA Dill,Dominant forces in protein folding,1990,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi00483a001,"https://scholar.google.com/scholar?cites=12426538982989206228&as_sdt=2005&sciodt=0,5&hl=en",108,22/11/2019 18:45,,,,,,,,,4266,147.1,4266,1,29
317,"F Chiti, N Taddei, PM White, M Bucciantini…",Mutational analysis of acylphosphatase suggests the importance of topology and contact order in protein folding,1999,Nature Structural & …,nature.com,https://www.nature.com/articles/nsb1199_1005,"https://scholar.google.com/scholar?cites=4831235646811695716&as_sdt=2005&sciodt=0,5&hl=en",109,22/11/2019 18:45,,,,,,,,,317,15.85,63,5,20
213,"TK Chiu, J Kubelka, R Herbst-Irmer…","High-resolution x-ray crystal structures of the villin headpiece subdomain, an ultrafast folding protein",2005,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/102/21/7517.short,"https://scholar.google.com/scholar?cites=1127247836053224897&as_sdt=2005&sciodt=0,5&hl=en",110,22/11/2019 18:45,,,,,,,,,213,15.21,53,4,14
172,R Zwanzig,Two-state models of protein folding kinetics,1997,Proceedings of the National Academy of Sciences of …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC19262/,"https://scholar.google.com/scholar?cites=2631019930922915656&as_sdt=2005&sciodt=0,5&hl=en",111,22/11/2019 18:45,HTML,,,,,,,,172,7.82,172,1,22
248,"HS Chung, JM Louis, WA Eaton",Experimental determination of upper bound for transition path times in protein folding from single-molecule photon-by-photon trajectories,2009,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/106/29/11837.short,"https://scholar.google.com/scholar?cites=17907319555188765503&as_sdt=2005&sciodt=0,5&hl=en",112,22/11/2019 18:45,,,,,,,,,248,24.8,83,3,10
92,"P Lundström, P Vallurupalli, TL Religa…",A single-quantum methyl 13C-relaxation dispersion experiment with improved sensitivity,2007,Journal of biomolecular …,Springer,https://link.springer.com/article/10.1007/s10858-007-9149-7,"https://scholar.google.com/scholar?cites=11295009387068885294&as_sdt=2005&sciodt=0,5&hl=en",113,22/11/2019 18:45,,,,,,,,,92,7.67,23,4,12
462,"DM Korzhnev, X Salvatella, M Vendruscolo…",Low-populated folding intermediates of Fyn SH3 characterized by relaxation dispersion NMR,2004,Nature,nature.com,https://www.nature.com/articles/nature02655,"https://scholar.google.com/scholar?cites=775522760489976990&as_sdt=2005&sciodt=0,5&hl=en",114,22/11/2019 18:45,,,,,,,,,462,30.8,116,4,15
933,"AR Fersht, A Matouschek, L Serrano",The folding of an enzyme: I. Theory of protein engineering analysis of stability and pathway of protein folding,1992,Journal of molecular biology,Elsevier,https://www.sciencedirect.com/science/article/pii/002228369290561W,"https://scholar.google.com/scholar?cites=8291468288012960578&as_sdt=2005&sciodt=0,5&hl=en",115,22/11/2019 18:45,,,,,,,,,933,34.56,311,3,27
234,"DM Korzhnev, LE Kay","Probing invisible, low-populated states of protein molecules by relaxation dispersion NMR spectroscopy: an application to protein folding",2008,Accounts of Chemical Research,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ar700189y,"https://scholar.google.com/scholar?cites=2673442059624530513&as_sdt=2005&sciodt=0,5&hl=en",116,22/11/2019 18:45,,,,,,,,,234,21.27,117,2,11
390,"HA Scheraga, M Khalili, A Liwo",Protein-folding dynamics: overview of molecular simulation techniques,2007,Annu. Rev. Phys. Chem.,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev.physchem.58.032806.104614,"https://scholar.google.com/scholar?cites=7850584580339710600&as_sdt=2005&sciodt=0,5&hl=en",117,22/11/2019 18:45,,,,,,,,,390,32.5,130,3,12
149,"GR Bowman, VA Voelz, VS Pande",Taming the complexity of protein folding,2011,Current opinion in structural biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0959440X10001697,"https://scholar.google.com/scholar?cites=17011560056200974551&as_sdt=2005&sciodt=0,5&hl=en",118,22/11/2019 18:45,,,,,,,,,149,18.63,50,3,8
215,"I Kassal, JD Whitfield, A Perdomo-Ortiz…",Simulating chemistry using quantum computers,2011,Annual review of …,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev-physchem-032210-103512,"https://scholar.google.com/scholar?cites=7391568622407358956&as_sdt=2005&sciodt=0,5&hl=en",119,22/11/2019 18:45,,,,,,,,,215,26.88,54,4,8
275,"HJ Dyson, JR Sayre, G Merutka, HC Shin…",Folding of peptide fragments comprising the complete sequence of proteins: models for initiation of protein folding II. Plastocyanin,1992,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/002228369290634V,"https://scholar.google.com/scholar?cites=4284104236689695281&as_sdt=2005&sciodt=0,5&hl=en",120,22/11/2019 18:45,,,,,,,,,275,10.19,55,5,27
234,"I Lovchinsky, AO Sushkov, E Urbach…",Nuclear magnetic resonance detection and spectroscopy of single proteins using quantum logic,2016,…,science.sciencemag.org,https://science.sciencemag.org/content/351/6275/836.short,"https://scholar.google.com/scholar?cites=12988916074761462185&as_sdt=2005&sciodt=0,5&hl=en",121,22/11/2019 18:45,,,,,,,,,234,78,59,4,3
507,"AA Deniz, TA Laurence, GS Beligere…",Single-molecule protein folding: diffusion fluorescence resonance energy transfer studies of the denaturation of chymotrypsin inhibitor 2,2000,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/97/10/5179.short,"https://scholar.google.com/scholar?cites=7086175699145083408&as_sdt=2005&sciodt=0,5&hl=en",122,22/11/2019 18:45,,,,,,,,,507,26.68,127,4,19
28,"D Raković, M Dugić, MB Plavšić",Biopolymer chain folding and biomolecular recognition: A quantum decoherence theory approach,2005,Materials Science Forum,Trans Tech Publ,https://www.scientific.net/MSF.494.513,"https://scholar.google.com/scholar?cites=16206488484836973331&as_sdt=2005&sciodt=0,5&hl=en",123,22/11/2019 18:45,,,,,,,,,28,2,9,3,14
1510,"Z Li, HA Scheraga",Monte Carlo-minimization approach to the multiple-minima problem in protein folding.,1987,Proceedings of the National Academy of …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC299132/,"https://scholar.google.com/scholar?cites=6434182704428259432&as_sdt=2005&sciodt=0,5&hl=en",124,22/11/2019 18:45,,,,,,,,,1510,47.19,755,2,32
496,"HJ Dyson, M Rance, RA Houghten, PE Wright…",Folding of immunogenic peptide fragments of proteins in water solution: II. The nascent helix,1988,Journal of molecular …,Elsevier,https://www.sciencedirect.com/science/article/pii/0022283688904470,"https://scholar.google.com/scholar?cites=9149141042804749972&as_sdt=2005&sciodt=0,5&hl=en",125,22/11/2019 18:45,,,,,,,,,496,16,99,5,31
339,"UHE Hansmann, Y Okamoto",New Monte Carlo algorithms for protein folding,1999,Current opinion in structural biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0959440X99800256,"https://scholar.google.com/scholar?cites=750532249212679859&as_sdt=2005&sciodt=0,5&hl=en",126,22/11/2019 18:45,,,,,,,,,339,16.95,170,2,20
